opeid6,INSTNM_MAIN,INSTNM_FREQ,NUMBRANCH,MULTBRANCH,BRANCHLIST,MULTIPEDS,IPEDSLIST,PREDDEG,HIGHDEG,ICLEVEL_MAIN,ICLEVEL_FREQ,INSTCAT_MAIN,INSTCAT_FREQ,ACT_MAIN,ACT_FREQ,OPEFLAG_MAIN,OPEFLAG_FREQ,CONTROL_MAIN,CONTROL_FREQ,CITY_MAIN,CITY_FREQ,ZIP_MAIN,ZIP_FREQ,ST_FIPS_MAIN,ST_FIPS_FREQ,STABBR_MAIN,STABBR_FREQ,REGION_MAIN,REGION_FREQ,LOCALE_MAIN,LOCALE_FREQ,LONGITUDE_MAIN,LONGITUDE_FREQ,LATITUDE_MAIN,LATITUDE_FREQ,CCBASIC_MAIN,CCBASIC_FREQ,CCIPUG_MAIN,CCIPUG_FREQ,CCSIZSET_MAIN,CCSIZSET_FREQ,USN_UNIV_overallrank_MAIN,USN_UNIV_overallrank_FREQ,USN_UNIV_GradRetRank_MAIN,USN_UNIV_GradRetRank_FREQ,USN_UNIV_FacResRank_MAIN,USN_UNIV_FacResRank_FREQ,USN_UNIV_SelecRank_MAIN,USN_UNIV_SelecRank_FREQ,USN_UNIV_FinResRank_MAIN,USN_UNIV_FinResRank_FREQ,USN_UNIV_AlumGivRank_MAIN,USN_UNIV_AlumGivRank_FREQ,USN_LA_overallrank_MAIN,USN_LA_overallrank_FREQ,USN_LA_GradRetRank_MAIN,USN_LA_GradRetRank_FREQ,USN_LA_FacResRank_MAIN,USN_LA_FacResRank_FREQ,USN_LA_SelecRank_MAIN,USN_LA_SelecRank_FREQ,USN_LA_FinResRank_MAIN,USN_LA_FinResRank_FREQ,USN_LA_AlumGivRank_MAIN,USN_LA_AlumGivRank_FREQ,HBCU,TRIBAL,MSI,WOMENONLY,ADM_RATE,SAT_AVG,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_MEN,UGDS_WOMEN,COSTT4_A,COSTT4_P,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT4_LO2_PUB,NPT4_LO2_PRIV,NUM4_PUB,NUM4_PRIV,NUM41_PUB,NUM42_PUB,NUM43_PUB,NUM44_PUB,NUM45_PUB,NUM41_PRIV,NUM42_PRIV,NUM43_PRIV,NUM44_PRIV,NUM45_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,EDEXPFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,PCTFLOAN,C150_4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_4_MEN,C150_4_WOMEN,D150_4,D150_4_WHITE,D150_4_BLACK,D150_4_HISP,D150_4_ASIAN,D150_4_AIAN,D150_4_NHPI,D150_4_2MOR,D150_4_NRA,D150_4_UNKN,D150_4_MEN,D150_4_WOMEN,C150_L4,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,C150_L4_MEN,C150_L4_WOMEN,D150_L4,D150_L4_WHITE,D150_L4_BLACK,D150_L4_HISP,D150_L4_ASIAN,D150_L4_AIAN,D150_L4_NHPI,D150_L4_2MOR,D150_L4_NRA,D150_L4_UNKN,D150_L4_MEN,D150_L4_WOMEN,PFTFTUG1_EF,PFTFTUG2_EF,PPTUG_EF,C200_4,D200_4,C200_L4,D200_L4,RET_FT4,RET_FT_DEN4,RET_FTL4,RET_FT_DENL4,RET_PT4,RET_PT_DEN4,RET_PTL4,RET_PT_DENL4
022039,Erie Institute of Technology Inc,Erie Institute of Technology Inc,1,0,,0,212434,2,2,2,2,4,4,A,A,1,1,3,3,Erie,Erie,16565,16565,42,42,PA,PA,2,2,22,22,-80.094,-80.094,42.0674,42.0674,10,10,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0.3036,,,,0.6964,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.9052,0.0474,0.0302,0.0129,0.0043,0.0,0.0,0.0,0.0,0.8966,0.1034,22890,,,17165,,,,,,17026,17196,17368,22335,,,17050,,74,,,,,,54,9,10,1,0,13245,13245,,4279,7852,2757,2791,1.0,0.7449,0.7119,,,,,,,,,,,,,,,,,,,,,,,,,0.6556,0.6962,0.5,0.5,0.0,0.0,,,,,0.6625,0.6,90,79,6,2,1,2,0,0,0,0,80,10,1.0,1.0,,,,0.6316,57,,,0.64,75.0,,,,
002866,Fashion Institute of Technology,Fashion Institute of Technology,1,0,,0,191126,2,4,1,1,3,3,A,A,1,1,1,1,New York,New York,10001-5992,10001-5992,36,36,NY,NY,2,2,11,11,-73.9948,-73.9948,40.7473,40.7473,20,20,2,2,12,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.4338,,,,,,,,,,,,,0.1452,0.0046,,,,,,,0.0332,,,,,,,,,,,,,,,,,,,,,,0.4397,,0.3773,,8012,0.4829,0.0829,0.1589,0.0876,0.0009,0.0044,0.0343,0.1414,0.0067,0.1475,0.8525,16074,,12078,,7791,9968,13516,15686,15999,,,,,,8538,,431,,134,70,59,68,100,,,,,,4790,13190,,6913,14216,10059,9363,0.9199,0.2302,0.3402,0.7198,0.7283,0.6508,0.6563,0.6866,0.0,,,0.8611,0.7481,0.6446,0.7311,928,530,63,96,67,1,0,0,36,135,121,807,,,,,,,,,,,,,,,,,,,,,,,,,0.3842,0.9813,0.1216,,,,,0.8531,1123.0,,,0.6667,33.0,,
030765,Fayette Institute of Technology,Fayette Institute of Technology,1,0,,0,413176,1,1,3,3,6,6,A,A,1,1,1,1,Oak Hill,Oak Hill,25901,25901,54,54,WV,WV,5,5,23,23,-81.1468,-81.1468,37.9888,37.9888,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.3103,0.0,0.0345,,,0.6552,0.0,,43,0.9302,0.0698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023,0.6977,,9201,4776,,4776,,,,,,,,,,4776,,9,,9,0,0,0,0,,,,,,,,5669,2051,5129,2366,,,0.4091,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8571,,,,,,,,,,,,7,,,,,,,,,,,,,1.0,,,,1.0,12,0.3913,23.0,,,,,,
001469,Florida Institute of Technology,Florida Institute of Technology,1,0,,1,133881|480569,3,4,1,1,2,2,A,A,1,1,2,2,Melbourne,Melbourne,32901-6975,32901-6975,12,12,FL,FL,5,5,13,13,-80.6246,-80.6246,28.0645,28.0645,17,17,14,14,14,14,173,173,173,173,86,86,172,172,166,166,37,37,,,,,,,,,,,,,0,0,0,0,0.5905,1145,555,590,,25,25,26,,,0.0035,,,0.0081,,0.0698,,0.0047,0.2701,0.0058,,,,,0.0512,,0.0722,0.0128,,0.0128,,,,0.0477,,0.0419,0.0547,,,,,,0.0477,,0.0477,0.2491,,5207,0.5003,0.1248,0.0638,0.0186,0.0048,0.0035,0.014,0.168,0.1022,0.5585,0.4415,51010,,,29967,,,,,,25237,26978,28877,32533,34186,,25856,,353,,,,,,78,43,72,60,100,36020,36020,,13980,10113,6534,8867,0.5513,0.429,0.6295,0.5461,0.5321,0.5333,0.5385,0.6667,0.0,,,0.6061,0.537,0.524,0.6063,597,280,15,26,12,3,0,0,99,162,437,160,,,,,,,,,,,,,,,,,,,,,,,,,0.7475,0.9987,0.2057,0.5789,551,,,,,0.7889,668.0,,,1.0,1.0
007558,Fort Myers Institute of Technology,Fort Myers Institute of Technology,1,0,,0,135267,1,1,2,2,6,6,A,A,1,1,1,1,Fort Myers,Fort Myers,33916-2204,33916-2204,12,12,FL,FL,5,5,13,13,-81.833,-81.833,26.6486,26.6486,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.0873,,,0.0092,,0.0138,,,,,,,,,,,,,,,0.4089,,,0.026,0.1179,0.0107,,,0.291,0.0352,,607,0.6112,0.173,0.2043,0.0049,0.0033,0.0,0.0033,0.0,0.0,0.6771,0.3229,,10503,6747,,6371,7683,9203,,,,,,,,6603,,18,,14,3,1,0,0,,,,,,,,4509,2159,11649,10181,,,0.296,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6176,0.6259,0.5746,0.6379,0.5556,0.6667,,0.6111,,,0.5742,0.6811,965,580,181,174,9,3,0,18,0,0,573,392,,1.0,0.0,,,0.7848,395,0.2096,334.0,,,,,,
001569,Georgia Institute of Technology-Main Campus,Georgia Institute of Technology-Main Campus,1,0,,0,139755,3,4,1,1,2,2,A,A,1,1,1,1,Atlanta,Atlanta,30332-0530,30332-0530,13,13,GA,GA,5,5,11,11,-84.396,-84.396,33.7737,33.7737,15,15,14,14,17,17,35,35,50,50,110,110,28,28,43,43,19,19,,,,,,,,,,,,,0,0,0,0,0.5118,1349,645,710,650,30,31,31,9,,,0.0376,,0.0219,,0.0627,,,0.5788,,0.0014,,,,,,0.0456,0.0143,,0.0341,,,,0.024,,0.0108,,0.0045,0.0157,,,,,0.0139,,0.1277,0.007,13954,0.5697,0.0636,0.0626,0.1749,0.0012,0.0009,0.0287,0.093,0.0052,0.6716,0.3284,20859,,10084,,5326,7978,11327,13290,12834,,,,,,6414,,688,,161,112,131,128,156,,,,,,10098,29402,,10883,17878,13076,11021,0.9604,0.2012,0.3439,0.7932,0.7939,0.6821,0.7594,0.8326,0.3333,0.6667,0.8052,0.8198,0.8333,0.7664,0.8517,2838,1912,151,133,442,3,3,77,111,6,1948,890,,,,,,,,,,,,,,,,,,,,,,,,,0.7304,0.9984,0.0548,0.8196,2572,,,0.9484,2692.0,,,0.6667,3.0,,
025408,Globe Institute of Technology,Globe Institute of Technology,1,0,,0,188465,2,3,1,1,3,3,A,A,1,1,3,3,New York,New York,10018,10018,36,36,NY,NY,2,2,11,11,-74.006,-74.006,40.7149,40.7149,29,29,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0.1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8913,,724,0.1174,0.4765,0.2845,0.0677,0.0069,0.0,0.0,0.0373,0.0097,0.6257,0.3743,30580,,,24360,,,,,,24015,24371,26589,27960,27641,,24071,,244,,,,,,185,34,19,4,2,11120,11120,,2117,9538,3101,3833,0.3824,0.9132,0.5738,0.25,0.3571,0.2941,0.2222,0.1176,,,,0.1818,0.0,0.2829,0.2255,356,112,85,45,102,0,0,0,11,1,152,204,,,,,,,,,,,,,,,,,,,,,,,,,0.7838,0.9797,0.0262,0.62,50,,,,,0.1923,26.0,,,,0.0
021122,Great Lakes Institute of Technology,Great Lakes Institute of Technology,1,0,,0,213181,1,1,2,2,6,6,A,A,1,1,3,3,Erie,Erie,16509-2482,16509-2482,42,42,PA,PA,2,2,22,22,-80.0918,-80.0918,42.0795,42.0795,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.2044,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7867,,,488,0.7848,0.1066,0.0246,0.0102,0.0,0.002,0.0369,0.0,0.0348,0.0717,0.9283,,16247,,12586,,,,,,12376,12582,14098,13773,,,12430,,60,,,,,,40,14,4,2,0,,,15940,8284,11461,3069,,,0.7199,0.7813,,,,,,,,,,,,,,,,,,,,,,,,,0.727,0.7489,0.6111,0.5455,1.0,,,0.0,,0.7297,0.6739,0.7354,337,231,18,11,1,0,0,2,0,74,46,291,,1.0,,,,0.75,280,,,0.7778,261.0,,,,
021173,Great Oaks Institute of Technology and Career Development,Great Oaks Institute of Technology and Career Development,1,0,,0,202949,1,1,2,2,6,6,A,A,1,1,1,1,Cincinnati,Cincinnati,45241,45241,39,39,OH,OH,3,3,21,21,-84.4148,-84.4148,39.2901,39.2901,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0614,,,,,,,,,,,,,,,,,0.2202,,,0.0,0.4838,0.0686,,,0.1661,,,310,0.7935,0.1452,0.0065,0.0129,0.0032,0.0,0.0226,0.0,0.0161,0.829,0.171,,22271,18523,,17300,16721,20857,22271,22271,,,,,,17247,,31,,20,2,4,4,1,,,,,,,,6995,8655,20042,19507,,,0.4456,0.5648,,,,,,,,,,,,,,,,,,,,,,,,,0.8256,0.8415,0.75,0.5,,1.0,,0.75,,,0.7902,0.9231,195,164,24,2,0,1,0,4,0,0,143,52,,1.0,,,,0.8081,172,0.8496,133.0,,,,,,
001691,Illinois Institute of Technology,Illinois Institute of Technology,1,0,,0,145725,3,4,1,1,2,2,A,A,1,1,2,2,Chicago,Chicago,60616,60616,17,17,IL,IL,3,3,11,11,-87.6283,-87.6283,41.8338,41.8338,16,16,14,14,13,13,116,116,108,108,53,53,64,64,103,103,147,147,,,,,,,,,,,,,0,0,0,0,0.5433,1226,572,660,580,27,27,28,,,,0.2027,,0.0019,,0.0888,,,0.4884,0.0309,,,,,0.0077,,0.029,0.0174,,,,,,0.0232,,0.0483,,,0.0097,,,,,,0.0,0.0521,,2729,0.3925,0.0671,0.1323,0.1044,0.004,0.007,0.0051,0.2312,0.0564,0.6937,0.3063,46731,,,16395,,,,,,10434,10503,18657,23330,26106,,10463,,275,,,,,,81,60,46,44,44,37969,37969,,18303,17220,11416,11019,0.5533,0.3183,0.4779,0.6826,0.6678,0.4615,0.5263,0.7922,1.0,0.7143,1.0,0.7037,0.6905,0.6719,0.7228,482,295,13,19,77,1,7,1,27,42,381,101,,,,,,,,,,,,,,,,,,,,,,,,,0.5655,1.0,0.0447,0.6594,461,,,,,0.8716,444.0,,,,0.0
001805,Indiana Institute of Technology,Indiana Institute of Technology,1,0,,0,151290,3,4,1,1,2,2,A,A,1,1,2,2,Fort Wayne,Fort Wayne,46803-1228,46803-1228,18,18,IN,IN,3,3,11,11,-85.118,-85.118,41.0783,41.0783,29,29,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.6387,910,445,465,423,19,18,20,,,,,,0.0038,,0.0368,,0.0063,0.0849,,,0.0,0.0,,0.0494,,,,,,0.0063,,,,,0.0228,0.0773,0.0304,,,,,,,0.0038,0.6781,,5210,0.4689,0.3044,0.0392,0.0038,0.0036,0.0013,0.019,0.0096,0.1501,0.3987,0.6013,35570,,,22578,,,,,,22362,21174,22548,24605,23466,,22017,,490,,,,,,203,83,96,59,49,24370,24370,,5565,4635,3087,6995,1.0,0.6118,0.8336,0.3024,0.6,0.4667,1.0,,,,1.0,,0.2636,0.2944,0.3129,377,30,15,1,0,0,0,1,0,330,214,163,,,,,,,,,,,,,,,,,,,,,,,,,0.2966,0.6464,0.3472,0.3719,242,,,,,0.5599,434.0,,,0.4054,37.0
030675,Institute of Technology Inc,Institute of Technology Inc,1,0,,0,431141,1,2,2,2,4,4,A,A,1,1,3,3,Clovis,Clovis,93612,93612,6,6,CA,CA,8,8,21,21,-119.7232,-119.7232,36.8368,36.8368,10,10,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0.0641,0.2162,,,,,,,,,,,,,,,,,,,,0.0507,,,,0.1494,,,,0.4328,0.0869,,2741,0.3922,0.0762,0.3422,0.0314,0.0091,0.0062,0.0215,0.0,0.1211,0.467,0.533,,31799,,28699,,,,,,28622,28738,29725,31799,31799,,28630,,569,,,,,,511,37,13,4,4,,,17670,17269,16664,5083,3900,0.3789,0.7105,0.6768,,,,,,,,,,,,,,,,,,,,,,,,,0.6783,0.683,0.5836,0.6736,,0.5938,,,,0.7368,0.6574,0.6976,3898,1710,281,1400,0,32,0,0,0,475,1871,2027,,1.0,0.0109,,,0.6526,3158,,,0.6104,960.0,,,,0.0
036423,"Institute of Technology, Inc","Institute of Technology, Inc",1,0,,0,441663,1,1,3,3,6,6,A,A,1,1,3,3,Salem,Salem,97305,97305,41,41,OR,OR,8,8,22,22,-122.9667,-122.9667,44.9699,44.9699,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,332,0.6114,0.0361,0.247,0.0241,0.0211,0.003,0.0361,0.0,0.0211,0.1145,0.8855,,25163,,23069,,,,,,22737,23202,24080,25098,25163,,22831,,141,,,,,,95,24,16,5,1,,,17550,18653,14621,5605,,,0.6838,0.7385,,,,,,,,,,,,,,,,,,,,,,,,,0.8103,,,,,,,,,,,,116,,,,,,,,,,,,,0.977,0.0813,,,0.5556,108,,,0.8393,56.0,,,,0.0
005373,Lake Washington Institute of Technology,Lake Washington Institute of Technology,1,0,,0,235699,2,3,1,1,3,3,A,A,1,1,1,1,Kirkland,Kirkland,98034-8506,98034-8506,53,53,WA,WA,8,8,21,21,-122.1671,-122.1671,47.7051,47.7051,5,5,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0.0224,0.0018,,,,0.0161,0.1738,0.0242,0.0072,,0.1183,,,0.0099,,,,,,,,0.0108,,,,0.0054,,,,,,0.0797,0.0206,,0.0125,0.4122,0.0851,,2275,0.6826,0.033,0.0668,0.0826,0.0062,0.0031,0.0444,0.0119,0.0695,0.4484,0.5516,11146,,5663,,4718,6255,8009,9141,11146,,,,,,4959,,86,,59,11,11,2,3,,,,,,3875,9061,,2406,9671,6104,6003,0.9939,0.2419,0.212,0.2161,0.2041,0.25,0.0,0.25,,,,0.4286,0.3,0.1624,0.2927,199,147,4,9,12,0,0,0,7,20,117,82,,,,,,,,,,,,,,,,,,,,,,,,,0.0583,0.7554,0.3596,,,,,,0.0,,,,0.0,,
036273,Lamar Institute of Technology,Lamar Institute of Technology,1,0,,0,441760,2,2,2,2,4,4,A,A,1,1,1,1,Beaumont,Beaumont,77705,77705,48,48,TX,TX,6,6,12,12,-94.0772,-94.0772,30.0478,30.0478,4,4,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0.0158,0.0088,,,0.2281,,0.0298,,,,,,,,,,,,,0.1281,,0.1509,0.0386,,0.0228,0.0281,0.0544,,,0.1982,0.0965,,2562,0.502,0.3251,0.1069,0.0258,0.0055,0.0004,0.0,0.0004,0.034,0.534,0.466,12818,,9044,,8312,9742,11326,12751,12818,,,,,,8561,,355,,251,53,30,15,6,,,,,,3915,12339,,4631,8293,5719,5471,0.6042,0.3975,0.3337,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.255,0.0702,0.175,0.0625,0.0,,,,0.1765,0.2045,0.0926,568,251,242,40,16,2,0,0,0,17,352,216,0.3949,0.6614,0.4895,,,0.2717,449,0.4116,464.0,,,0.4121,199.0,,
013234,Lorenzo Walker Institute of Technology,Lorenzo Walker Institute of Technology,1,0,,0,133155,1,1,2,2,6,6,A,A,1,1,1,1,Naples,Naples,34104-4405,34104-4405,12,12,FL,FL,5,5,21,21,-81.7634,-81.7634,26.1412,26.1412,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0.0303,0.0093,0.2354,,,,,0.0676,,,,,,,,,,,,,,,,,,,0.1119,,,,0.5408,0.0047,,352,0.517,0.108,0.3409,0.0199,0.0028,0.0,0.0114,0.0,0.0,0.4403,0.5597,,16888,12875,,11642,13722,14759,15137,,,,,,,12254,,45,,24,10,10,1,0,,,,,,,,4567,2249,11720,8718,,,0.2164,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6651,0.6522,0.6552,0.6667,0.8,,,0.7778,,,0.5435,0.7607,209,115,29,51,5,0,0,9,0,0,92,117,,0.902,0.0795,,,0.8033,122,0.7768,112.0,,,0.9032,31.0,,
038753,MCI Institute of Technology,MCI Institute of Technology,1,0,,0,446400,1,1,3,3,6,6,A,A,1,1,3,3,West Palm Beach,West Palm Beach,33409,33409,12,12,FL,FL,5,5,21,21,-80.0975,-80.0975,26.7061,26.7061,-3,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,285,0.1404,0.593,0.2632,0.0,0.0,0.0,0.0,0.0,0.0035,0.2175,0.7825,,23468,,19958,,,,,,19956,19992,,,,,19958,,273,,,,,,258,15,0,0,0,,,14450,18392,16335,4084,,,0.9795,0.9622,,,,,,,,,,,,,,,,,,,,,,,,,0.6484,,,,,,,,,,,,273,,,,,,,,,,,,,1.0,,,,0.5844,243,,,0.5843,89.0,,,,
002178,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1,0,,0,166683,3,4,1,1,2,2,A,A,1,1,2,2,Cambridge,Cambridge,02139-4307,02139-4307,25,25,MA,MA,1,1,12,12,-71.0921,-71.0921,42.3601,42.3601,15,15,11,11,17,17,7,7,15,15,12,12,1,1,7,7,6,6,,,,,,,,,,,,,0,0,0,0,0.0895,1490,720,770,730,34,33,35,9,,,0.0218,,0.0049,,0.1563,,,0.4481,,0.003,,,0.0059,0.0059,,0.087,0.0633,,0.0297,,0.0,,0.0999,,,,,0.0366,,,,,0.001,,0.0356,0.001,4477,0.3683,0.0621,0.1535,0.2419,0.0031,0.0,0.042,0.0994,0.0297,0.5463,0.4537,55270,,,21467,,,,,,4995,4448,7976,19409,38469,,4746,,408,,,,,,61,51,68,57,171,42050,42050,,25645,95380,59717,15459,0.989,0.2012,0.198,0.9281,0.9357,0.8442,0.879,0.9593,0.8,,1.0,0.9512,0.92,0.9242,0.9329,1001,373,77,124,270,10,0,15,82,50,554,447,,,,,,,,,,,,,,,,,,,,,,,,,0.961,1.0,0.0047,0.9387,1076,,,,,0.975,1121.0,,,,
008880,Morrison Institute of Technology,Morrison Institute of Technology,1,0,,0,147396,2,2,2,2,4,4,A,A,1,1,2,2,Morrison,Morrison,61270-2959,61270-2959,17,17,IL,IL,3,3,32,32,-89.966,-89.966,41.7971,41.7971,9,9,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0.2093,,,,0.7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0.8171,0.0244,0.0976,0.0244,0.0122,0.0,0.0,0.0,0.0244,0.9268,0.0732,23850,,,20923,,,,,,19275,21056,21600,22100,23850,,20343,,29,,,,,,8,12,5,2,2,15100,15100,,9375,12405,8160,3933,0.6923,0.5889,0.8111,,,,,,,,,,,,,,,,,,,,,,,,,0.8302,0.8444,1.0,0.8333,0.0,,,,,,0.82,1.0,53,45,1,6,1,0,0,0,0,0,50,3,0.9167,1.0,,,,0.9362,47,,,0.9091,33.0,,,,
007845,New England Institute of Technology,New England Institute of Technology,1,0,,0,217305,2,3,1,1,3,3,A,A,1,1,2,2,East Greenwich,East Greenwich,02818-1205,02818-1205,44,44,RI,RI,1,1,21,21,-71.4452,-71.4452,41.7151,41.7151,23,23,2,2,12,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0.0809,0.1856,,,,0.1799,,,,,,,,,,0.0116,,,,,,,0.0272,,,0.0479,0.1955,,0.0008,0.0404,0.1724,0.0578,,2713,0.7007,0.0505,0.073,0.0192,0.0063,0.0007,0.0085,0.0328,0.1084,0.7195,0.2805,32169,,,28494,,,,,,26078,27362,30376,31308,31674,,26405,,395,,,,,,164,56,57,62,56,20685,20685,,16104,11944,7702,5896,0.4399,0.4879,0.783,0.4774,0.5103,0.2927,0.3519,0.4545,0.5,,,0.6667,0.4286,0.4839,0.4247,664,437,41,54,11,6,0,0,24,91,591,73,,,,,,,,,,,,,,,,,,,,,,,,,0.7682,1.0,0.1449,,,,,,,,0.0,,,,
002621,New Jersey Institute of Technology,New Jersey Institute of Technology,1,0,,0,185828,3,4,1,1,2,2,A,A,1,1,1,1,Newark,Newark,07102,07102,34,34,NJ,NJ,2,2,11,11,-74.1771,-74.1771,40.742,40.742,16,16,14,14,13,13,149,149,166,166,77,77,138,138,110,110,132,132,,,,,,,,,,,,,0,0,0,0,0.6366,1141,535,605,530,26,23,26,,,0.0099,0.1023,,,0.002,0.1619,,,0.3505,0.147,,,0.003,0.0119,,,0.0467,0.0199,,0.0079,,,,0.0159,,,,,,,,,,0.0099,,0.1053,0.006,6154,0.3677,0.0923,0.2108,0.2098,0.001,0.0015,0.0258,0.0457,0.0455,0.7917,0.2083,25331,,16350,,11452,12751,17983,19653,22085,,,,,,11947,,548,,156,96,103,68,125,,,,,,14740,27140,,9394,12088,7552,11691,0.5937,0.3934,0.4544,0.5447,0.5525,0.3836,0.4765,0.6713,0.3333,0.0,0.4444,0.7333,0.5455,0.5162,0.6712,795,324,73,170,143,3,1,18,30,33,649,146,,,,,,,,,,,,,,,,,,,,,,,,,0.3762,0.9206,0.1237,0.6063,663,,,0.8235,901.0,,,0.8058,103.0,,
002782,New York Institute of Technology,New York Institute of Technology,1,0,,0,194091,3,4,1,1,2,2,A,A,1,1,2,2,Old Westbury,Old Westbury,11568-8000,11568-8000,36,36,NY,NY,2,2,21,21,-73.6089,-73.6089,40.8144,40.8144,18,18,13,13,12,12,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0.659,1025,485,535,,23,,,,,,0.1604,,0.0821,0.0,0.0575,,0.0113,0.0934,0.0575,,,,0.0085,,,0.1047,,,0.083,,,,0.0,,0.0264,0.0113,,0.016,,,,,0.0689,0.0462,0.1726,,4577,0.2253,0.0865,0.1285,0.1449,0.0033,0.0015,0.0096,0.1156,0.2849,0.6238,0.3762,38406,,,22589,,,,,,19444,20246,24407,24832,26356,,19722,,583,,,,,,185,98,87,98,115,28940,28940,,22774,15765,11688,11402,0.9655,0.3639,0.5359,0.4632,0.4882,0.2874,0.3429,0.6214,0.0,,,0.5769,0.4299,0.4112,0.5639,896,297,87,105,140,1,0,0,52,214,591,305,,,,,,,,,,,,,,,,,,,,,,,,,0.6182,0.9465,0.1409,0.4902,814,,,,,0.704,821.0,,,0.303,33.0
